content,author,label
Każdy z nich (radnych) pobiera dietę i to jest chyba 50 ileś miliardów złotych w skali roku.,Jarosław Bogusławski,Fałsz
"Mamy 27 kobiet, 24 mężczyzn na listach, to a propos tego, że kobiety się nie angażują w politykę",Marta Lempart,Fałsz
"Na 7 okręgów, 5 jedynek u nas to są kobiety",Marta Lempart,Prawda
Mamy ponad 70 klubów seniora we Wrocławiu.,Jacek Sutryk,Prawda
"Mamy mniejsze nakłady inwestycyjne na komunikację miejską niż Kraków, Poznań czy Gdańsk.",Katarzyna Obara-Kowalska,Prawda
"Według raportu NIKu po jego wybudowaniu (stadionu we Wrocławiu) nadal do rozwiązania pozostaje kwestia 130 mln złotych, które nie wiadomo w jaki sposób i na co zostały wydane.",Katarzyna Obara-Kowalska,Fałsz
"To Wrocław, jako jedno z pierwszych dużych miast w Polsce, wprowadził darmowy bilet komunikacyjny dla uczniów.",Jacek Sutryk,Prawda
"Do tej pory Warszawa (…) co roku płaciła 700 mln [tzw. janosikowego – przyp. red.], teraz to urośnie do 1 mld.",Rafał Trzaskowski,Manipulacja
Obecnie większość miejsc w żłobkach oferowana jest przez placówki niepubliczne z dofinansowaniem,Małgorzata Tracz,Prawda
(…) ok 3000 rodzin (dane na grudzień 2017) czeka w Warszawie na mieszkanie komunalne.,Justyna Glusman,Manipulacja
4 tys. warszawiaków czeka na mieszkania.,Marek Jakubiak,Manipulacja
"W Warszawie mamo obecnie (…) około 4-5 tysięcy osób, które oczekują na mieszkanie.",Jakub Stefaniak,Manipulacja
W 2006 r. PO obiecała pięć mostów przez Wisłę w dwie kadencje. Minęły trzy kadencje i zbudowali tylko jeden.,Patryk Jaki,Prawda
"Są szacunki, że już w 2030 roku nawet ponad 50 procent mieszkańców Warszawy będzie w wieku emerytalnym.",Jan Śpiewak,Fałsz
W warszawskich domach dziecka przebywa około 700 dzieci.,Jacek Wojciechowicz,Prawda
Rząd PiS zlikwidował krajowy program in vitro.,Rafał Trzaskowski,Prawda
"Przypomnę, że pierwsza podwyżka [za rządów PiS] była wprowadzona już od 1 stycznia 2016 r. w wysokości 202 zł na każdy etat funkcjonariusza.",Jarosław Zieliński,Prawda
Koalicja PO- PSL przez 8 lat nie wprowadzała żadnych podwyżek [dla policjantów].,Jarosław Zieliński,Fałsz
"Jeszcze trzy lata temu (…) na służbę zdrowia wydawaliśmy niespełna 4% PKB. Dzisiaj przeznaczamy 4,86% w roku 2019.",Mateusz Morawiecki,Fałsz
"[o centralnym hubie logistycznym Poczty Polskiej] O tej inwestycji nawet nie mówiono, nawet nie miano takich planów, jeśli chodzi o opozycję. 8 lat rządów i nikt nawet nie pomyślał, żeby w tym kierunku rozwijać Pocztę Polską i żeby tego rodzaju usługi właśnie lokalizować w Łodzi.",Waldemar Buda,Prawda
"Jeśli przyjrzymy się budowie S14 – dzisiaj jest rozstrzygana procedura przetargowa, za chwilę zacznie się budowa.Jeśli mówimy o A1 – odcinek na wysokości Łodzi jest, jak wiadomo, dodany. Kolejne są kontraktowane, niebawem rusza ich budowa.",Waldemar Buda,Prawda
"[o tunelu średnicowym Dworzec Fabryczny-Kaliski] W pewnym momencie, ten tunel był powątpiewany, ta inwestycja była stawiana pod znakiem zapytania. Myśmy do tego projektu wrócili, my go teraz realizujemy, do końca roku tworzony jest projekt, w przyszłym roku, drugim kwartale, rozpocznie się realna budowa.",Waldemar Buda,Manipulacja
"W 2010 r. w Poznaniu komitet ruchów miejskich „My, Poznaniacy” zdobył 10% głosów, a mimo to nie miał żadnego radnego. W 2014 r. w Krakowie próg ten [wyborczy – przyp. red.] przekroczył komitet Kraków Przeciw Igrzyskom. On również nie zdobył ani jednego mandatu radnego.",Rafał Górski,Prawda
"Badania pokazują, że dziś co trzeci mieszkaniec chce się z Łodzi wyprowadzić.",Rafał Górski,Prawda
"Nasze miasto nawet nie wie ile jest pieców do wymiany a pręży pierś do orderów, bo „robi coś”. Tak, „coś”, macha nam przed oczami 2 tys. zlikwidowanych pieców, a jednocześnie blokuje wymianę źródeł ciepła w budynkach wspólnot mieszkaniowych, bo nie chce się do tego dokładać jako właściciel mieszkań.",Urszula Niziołek-Janiak,Fałsz
"[o SORach] Jak państwo wiecie, mamy na ten moment tylko dwa takie oddziały w całej Łodzi.",Hanna Zdanowska,Prawda
"Jestem 7 kandydatem, ale jedynym, który przedstawił kompletny program działania prezydenta miasta na 5 najbliższych lat ?",Agnieszka Wojciechowska van Heukelom,Fałsz
50 milionów złotych wydamy w tym roku na remonty i przebudowy małych osiedlowych uliczek i dróg gruntowych w całym mieście.,Hanna Zdanowska,Prawda
"Pokazała się inna analiza i o niej trzeba wspomnieć koniecznie – bardzo solidnie zrobiona – raport Rady Europy bardzo precyzyjnie opisujący badania katastrofy smoleńskiej i który kończy się przywołaniem stanowiska Polski właśnie z raportu technicznego. To jest raport Komisji Praw Człowieka Rady Europy, który przywołuje raport techniczny pokazując, że stanowisko polskie jest takie, że doszło do eksplozji.",Antoni Macierewicz,Manipulacja
"Miasta ratują się na świecie, w Europie, na przykład Bristol jest takim świetnym przykładem, gdzie uratował lokalnym pieniądzem wiele spraw miejskich.",Jarosław Bogusławski,Prawda
,Jerzy Michalak,Fałsz
Frekwencja w wyborach samorządowych wynosi niewiele ponad 30%.,Marta Lempart,Fałsz
"Wrocław jest drugim najbardziej zadłużonym miastem w Polsce, większy dług ma tylko Warszawa.",Marta Lempart,Fałsz
"Średnia widzów, według ostatnich raportów, to jest 10 tysięcy widzów na meczu, biorąc pod uwagę nawet mecze reprezentacji, bo to jest średnia na stadionie Wrocław.",Katarzyna Obara-Kowalska,Fałsz
"Można oczywiście opowiadać, że szkoła (Przedszkole “Przy Stadionie”) nie jest publiczna, co nie jest prawdą, bo jest z dotacji miasta, na stronie tej placówki jest napisane, że jest przedszkolem publicznym, więc działa na prawach przedszkola publicznego",Mirosława Stachowiak-Różecka,Prawda
We Wrocławiu z dwucyfrowego bezrobocia w ciągu 10 lat zeszliśmy do bezrobocia rejestrowanego na poziomie mniej niż 2%.,Jacek Sutryk,Fałsz
"Budżet miasta z miliarda skoczył na 4,5 miliarda",Jacek Sutryk,Fałsz
"Tak zwana reforma edukacji kosztowała Gdańsk, bagatela, ponad 40 mln zł.",Paweł Adamowicz,Fałsz
"Wszyscy wiedzą, że dzisiaj wymiar sprawiedliwości pracuje gorzej, a nie lepiej – po tych wszystkich zmianach PiS-owskich wszystkie sprawy trwają dłużej, jest o wiele mniej spraw rozpatrywanych – to wystarczy zajrzeć do statystyk.",Bronisław Komorowski,Manipulacja
"Do 2013 r. było świadczenie pielęgnacyjne, które nie dzieliło osoby niepełnosprawnej tej, która urodziła się niepełnosprawna, i tej, która np. w wyniku wypadku stała się osobą niepełnosprawną. W 2014 r., przypomnę, nagle doszło do zróżnicowania.",Joanna Kopcińska,Fałsz
"Jakie miliardy? Ile wydajemy na strzelnice, pan wie? (…) 40 mln zł jest zabezpieczonych w budżecie.",Adam Bielan,Prawda
"Nie jesteśmy jedyną stroną, bo te [amerykańskie] cła są (…) również w Kanadę, Meksyk, Unię Europejską i Chiny.",Jacek Saryusz-Wolski,Prawda
"[O propozycji budżetu KE] Polska w dalszym ciągu, nawet przy tych niekorzystnych propozycjach, jest największym beneficjentem Funduszu Spójności.",Jacek Sasin,Prawda
"2 lata temu, jak byłem wiceministrem kultury złożyłem w Sejmie – to jest jedyny projekt, który trafił do Sejmu i jest w podkomisji – został niestety zamrożony – projekt, który naprawiał ten system abonamentowy, znaczy stwarzał nowy – płatności przy okazji płatności za prąd.",Krzysztof Czabański,Manipulacja
"Ludzie pytają, dlaczego 13 miesięcy więzienia to w praktyce wyrok śmierci na p. Tomka Robinsona? Zapomniałem wyjaśnić: dlatego, że najprawdopodobniej zabiją go tam muzułmanie, stanowiący dziwnym trafem zdecydowaną większość pensjonariuszów brytyjskich zakładów karnych.",Janusz Korwin-Mikke,Fałsz
"[Abonament radiowo-telewizyjny] Płaci 8 proc. gospodarstw domowych, czyli jest niewydajny ten system.",Krzysztof Czabański,Manipulacja
"Polska jest dzisiaj istotniejszym partnerem gospodarczym Niemiec niż Rosja. Nasze obroty z Niemcami, przypomnę, są dwukrotnie wyższe niż z Rosją.",Zbigniew Gryglas,Prawda
"Jeśli chodzi o obciążenia podatkowe, zarówno w postaci podatków pośrednich jak i bezpośrednich, Polska na tle innych krajów Unii Europejskiej jest średniakiem. Znajdujemy się gdzieś tak pośrodku stawki.",Teresa Czerwińska,Prawda
"Jeżeli ja słyszę pana pełnomocnika, który mówi, że szacowany jest ruch 200 milionów pasażerów, to jest ruch dwukrotnie większy niż ruch na największym lotnisku (…) w ogóle działającym na świecie.",Marcin Kierwiński,Manipulacja
"Dane dotyczące demografii również pokazują, że wskaźnik dzietności w 2017 roku był na niespotykanym od wielu, wielu lat [poziomie] 1,45.",Elżbieta Rafalska,Prawda
"Jesteśmy klubem, który jest […] statystycznie najlepiej wykształconym klubem, jeśli chodzi o poziom doktorantów czy profesury.",Agnieszka Ścigaj,Fałsz
"Zakrywanie twarzy, wnoszenie ładunków wybuchowych i pirotechnicznych, wdzieranie na teren rozgrywanych zawodów sportowych – tych 3 rzeczy od 2009 do 2015 roku nie było. Koniec tolerancji dla kiboli!",Ireneusz Raś,Fałsz
"To jest bardzo istotne, bo to kraje głosują w Radzie Europejskiej, czy uruchomić artykuł 7, czy też nie.",Ryszard Czarnecki,Prawda
W zeszłym roku było ponad 12 mln [turystów w Krakowie].,Jacek Majchrowski,Prawda
"[mówiąc o odległościach Lotnisk Londyn-Heathrow i Bruksela-Charleroi od miast] I jedno i drugie jest 20 km, a nie 50. Barajas też ma 20 km, 24 z tego, co pamiętam.",Rafał Trzaskowski,Fałsz
Liczba antysemickich incydentów w Polsce należy do najniższych w UE i ciągle spada. Takie są fakty.,Andrzej Pawluszek,Manipulacja
"Jeśli chodzi o deficyt budżetowy jesteśmy w tej chwili ósmym krajem od końca jeśli chodzi o Unię Europejską. Dwanaście krajów Unii Europejskiej ma już nadwyżkę budżetową, jeden kraj ma równowagę.",Katarzyna Lubnauer,Prawda
Po raz pierwszy od 2012 roku pojawiła się podwyżka [dla nauczycieli].,Anna Zalewska,Prawda
"Jeszcze raz powtórzę, mamy całkiem niezły, że tak powiem, przy tym staraniach PiSu wzrost gospodarczy. Co prawda, też wzrost gospodarczy jest napędzany koniunkturą światową i głównie konsumpcją, niestety nie inwestycjami.",Kamila Gasiuk-Pihowicz,Prawda
W ciągu całego rządu Platformy Obywatelskiej przychody z VAT-u wzrosły o 21 mld. W ciągu jednego roku rządów Prawa i Sprawiedliwości blisko 30 miliardów.,Michał Dworczyk,Prawda
"Jeśli chodzi o skalę tych obydwu afer [Amber Gold i GetBack], to także nie ma porównania, bo tam mieliśmy do czynienia z 860 milionami wyłudzeń, tutaj mamy stratę na poziomie 2,5 miliarda złotych i także liczba poszkodowanych jest niewspółmierna, bo jeśli chodzi o GetBack, to mamy do czynienia z 30 tysiącami interesariuszy, którzy ponieśli straty.",Piotr Zgorzelski,Prawda
"Petru (..) poza wnioskami formalnymi o przerwę, (…) nie złożył jeszcze żadnej, nawet najmniejszej propozycji ustawowej.",Stanisław Karczewski,Manipulacja
Abonament Radiowo-Telewizyjny płaci około 7% Polaków.,Krzysztof Czabański,Prawda
"Sędzia z Irlandii podała dwa przykłady w uzasadnieniu, dlaczego podjęła taką decyzję: jeden przykład dlatego, że sędziowie w Polsce rzekomo są wybierani przez polityków i drugi dlatego, że jest różny wiek emerytalny w Polsce.",Patryk Jaki,Manipulacja
"Są badania, które pokazują, że 45% Polaków nie identyfikuje się z żadną partią polityczną – to są świeże badania.",Paweł Rabiej,Prawda
Wzrost eksportu z Polski do Niemiec w zeszłym roku wzrósł o blisko 10%.,Michał Dworczyk,Nieweryfikowalne
Ta wymiana handlowa między Polską a Niemcami jest znacznie większa niż między Rosją a Niemcami.,Jacek Sasin,Prawda
"Statystyki są proste: za 2016 rok, tych aborcji legalnych, które zostały wykonane, jest 1098. 221 dotyczyło zespołu Downa, a 821 – wad śmiertelnych płodu.",Joanna Scheuring-Wielgus,Prawda
"Relacje z Polską są dla Niemiec relacjami niezwykle ważnymi. Dowodem niech będzie umowa koalicyjna zawarta, gdzie wprost wpisano, że stosunki niemiecko-francuskie i niemiecko-polskie to jest priorytet jeśli chodzi o politykę niemiecką.",Jacek Sasin,Prawda
"Zgodnie z rosyjską konstytucją prezydentem można być dwa razy. Twórcza interpretacja konstytucji przeprowadzona w Rosji mówi, że można być dwie kadencje, później można nie być jedną kadencję i znowu dwie kadencje.",Piotr Wawrzyk,Manipulacja
Polska jest dzisiaj najbardziej proeuropejskim państwem w Europie.,Jadwiga Emilewicz,Fałsz
"OECD:Szwecja, Szwajcaria, Wegry zmniejszyły po globalnym kryzysie wielkość długu publicznego w relacji do PKB.Czechy, Dania, Islandia wróciły do poziomu sprzed kryzysu.W PL dług w relacji do PKB wzrósł mimo że nie mieliśmy recesji.— Leszek Balcerowicz (@LBalcerowicz) 25 marca 2018",Leszek Balcerowicz,Manipulacja
"Europejski Trybunał Sprawiedliwości powiedział, że życie zaczyna się z chwilą poczęcia.",Jarosław Sachajko,Manipulacja
"Trybunał Konstytucyjny w 1997 roku wydał taki wyrok, że życie rozpoczyna się z chwilą poczęcia.",Jarosław Sachajko,Prawda
"Jestem zwolennikiem miękkiej liberalizacji na wzór niemiecki, który polega na tym, że jeżeli kobieta jest w sytuacji, kiedy jest skłonna usunąć ciążę, żeby nie robiła tego pochopnie, żeby przeszła przez proces konsultacji również psychologicznych, żeby decyzja ta nie była podejmowana nagle.",Ryszard Petru,Prawda
W Turcji przebywa obecnie około 3 milionów uchodźców syryjskich.,Beata Kempa,Prawda
"Przypomnę, że przeznaczamy 2% PKB na obronność. Jesteśmy zresztą jednym z liderów państw NATO i Unii Europejskiej.",Jacek Sasin,Prawda
"Wpłaty Polski do budżetu #UE – 46,7 mld euro Wpłaty z #UE do budżetu Polski – 140,1 mld euro Różnica na korzyść Polski 93,4 mld euro Liczby nie kłamią. Nadal wątpiący powinni rozejrzeć się wokół siebie – wymierne efekty wejścia Polski do #UE widać gołym okiem@Nowoczesna pic.twitter.com/JxuhYzRIX9— Magdalena Trzebicka (@madziatrzebicka) 28 marca 2018",Magdalena Trzebicka,Prawda
"Polska nie tylko jest jednym z państw, które pomimo budżetu deficytowego płaci 2% [PKB na obronność], ale zapowiedzieliśmy, że to będzie niebawem 2,5%.",Dominik Tarczyński,Manipulacja
"Warszawa była przed wojną największym miastem i w sensie liczebnym, gdzie ludność żydowska żyła, w świecie, chyba więcej niż w Nowym Jorku i jeszcze wówczas w Jerozolimie, mieszkało ludzi pochodzenia żydowskiego w Warszawie właśnie.",Jarosław Sellin,Fałsz
"Macierewicz kilka miesięcy temu mówił, że będzie realizować Wisłę i w przeciwieństwie do poprzedników dokonał przełomu w kwestii offsetu i udziału polskiego przemysłu w programie. Według zapowiedzi byłego ministra udział polskiego przemysłu miał wynieść aż 50 proc. W tej chwili nie ma nawet 5 proc.",Czesław Mroczek,Prawda
"Dzisiaj pensja prezydenta Krakowa, który zarządza ogromnym budżetem miasta Krakowa, jest (…) 6,5 tysiąca złotych.",Paulina Hennig-Kloska,Manipulacja
"Skoro społeczeństwo uważa, że te wynagrodzenia należy ograniczyć, a 72 proc. respondentów powiedziało że tak, a 16% że nie, to chcemy wykonać wolę naszych wyborców.",Karol Karski,Prawda
W okresie 2007-2015 skumulowana luka VAT wyniosła według szacunków Komisji Europejskiej mniej więcej 320 – 340 miliardów złotych.,Marcin Horała,Fałsz
"Szef KGHMu, który podlega pod ministra energetyki Tchórzewskiego zarabia kilkakrotnie, dziesięciokrotnie więcej niż pan minister.",Kornel Morawiecki,Prawda
"Mieliśmy sytuację, w której przychodzi rząd w 2007, zastaje bardzo dobrą sytuację jeżeli chodzi o ściągalność podatku. Byliśmy wtedy drudzy po Holandii w Europie, pod względem ściągalności VATu.",Marcin Horała,Prawda
Jesteśmy głównym importerem netto energii elektrycznej w UE.,Žygimantas Vaičiunas,Fałsz
Dziś udział krajowych odnawialnych źródeł energii (OZE) w produkcji prądu to 26 proc.,Žygimantas Vaičiunas,Prawda
"Sam Baltic Pipe ma kosztować 1,7 mld euro.",Marcin Sienkiewicz,Prawda
"Poprawie funkcjonalności służyć ma natomiast w przyszłości wdrożenie projektu hubu gazowego, który jest wpisany w rządową „Strategię na Rzecz Odpowiedzialnego Rozwoju”.",Marcin Sienkiewicz,Prawda
"Liberalizacja rynku gazu ziemnego jest naszym obowiązkiem, w konsekwencji przynależności Polski do UE i przyjęcia m.in. III pakietu energetycznego.",Marcin Sienkiewicz,Prawda
"Pod koniec lipca tego roku amerykańska Izba Reprezentantów przyjęła ustawę, która wprowadza nowe sankcje wobec Rosji i umożliwia nałożenie sankcji na firmy biorące udział w budowie wspomnianego rurociągu Nord Stream 2.",Marcin Sienkiewicz,Prawda
"Należy mieć również świadomość, że pokłady węgla wystarczą nam na 20 lat.",Jerzy Meysztowicz,Nieweryfikowalne
"Przecież pierwsza uchwała Sejmiku, dotycząca zakazu palenia węglem w mieście Kraków, została uchylona przez Sąd Administracyjny.",Bogusław Sonik,Prawda
"Są środki, również europejskie, na to, aby restrukturyzować kopalnie i dawać pieniądze na odprawy – zresztą 7 mld zł zostało już na ten cel przeznaczone.",Jerzy Meysztowicz,Prawda
"Wszystko się rozpoczęło w 2011 r. od orzeczenia Trybunału Konstytucyjnego, który to rejestrując symbole NOP–u, między innymi krzyż celtycki czy, przepraszam, to było „Zakaz pedałowania”, nie stwierdził żadnych naruszeń z punktu widzenia konstytucyjnego, potem sąd musiał to zarejestrować.",Patryk Jaki,Manipulacja
